name,imdb_avg,num,fb_likes
Marri Savinar,6.2,1,471
Marlon Brando,6.975,4,40000
Marley Shelton,5.133333333,3,2070
Marlee Matlin,5.4,1,847
Mark Zupan,7.8,1,15
Mark Valley,4.7,1,774
Mark Rylance,6.8,1,535
Mark Margolis,6.775,4,4000
Mark Gatiss,6.8,2,1134
Mark Fantasia,4,1,814
Mark Duplass,6.65,2,1660
Mark Chinnery,8.2,2,1088
Mark Addy,6.633333333,3,2673
Marisa Saks,3.5,1,31000
Marina Vlady,7.4,1,27
Marina Golbahari,7.4,1,30
Marilyn Rising,7.3,1,142
Marie-Josée Croze,7.7,1,150
Maricel Álvarez,7.5,1,30
Maribel Verdú,7.7,1,269
Mariah Carey,2.1,1,736
María Valverde,5.7,1,892
Maria Pia Calzone,8.7,1,18
Maria Conchita Alonso,3.2,1,571
Margot Kidder,5.85,2,1186
Margaret Hamilton,8.1,1,695
Marco Treviño,6.9,1,562
Marco St. John,5.1,1,403
Marcello Mastroianni,6.4,1,866
Marcell Nagy,7.1,1,9
Marcela Mar,6.4,1,267
Marc Blucas,4.966666667,3,2919
Mara Wilson,4.5,2,2000
Manuela Velasco,7.5,1,120
Manny Perez,6.9,1,159
Manish Dayal,7.3,1,820
Mani Bharathi,7,1,109
Malese Jow,5.4,1,1000
Mako,5.6,2,1382
Maika Monroe,6.9,1,314
Mahadeo Shivraj,5.5,1,383
Magi Avila,3.9,1,92
Maggie Cheung,6.9,1,576
Maeve Dermody,6.1,1,130
Mae West,6.5,1,418
Madison Pettis,4.2,1,835
Madeline Kahn,7.333333333,6,6000
Madeline Carroll,6.04,5,5000
Mackenzie Gray,6.1,1,253
Mackenzie Foy,7.7,2,12000
Mackenzie Davis,6.1,1,363
Macaulay Culkin,6.55,6,18000
M. Emmet Walsh,4.7,1,521
Lynn Cohen,5.65,2,948
Lupe Ontiveros,7.15,2,1250
Luke Newberry,6.8,1,358
Luke Grimes,5.6,1,935
Luke Bracey,6.5,2,1550
Luis Tosar,7.45,2,662
Luis Sanchez,4.3,1,472
Luenell,7.3,1,332
Lucille Ball,7.2,1,6000
Lucas Grabeel,4.833333333,3,2265
Lubna Azabal,8.2,1,131
Louise Fletcher,5.5,1,425
Louise Brooks,8,1,426
Louise Bourgoin,7.2,1,295
Louis Lombardi,5.666666667,3,1309
Louis Koo,5.7,1,82
Louis Jourdan,6.6,1,594
Lou Taylor Pucci,6.5,1,394
Lorraine Stanley,7,1,418
Lorraine Bracco,6,1,472
Loretta Devine,5.833333333,3,2736
Long Nguyen,7.4,1,51
Lois Smith,7.6,1,276
Logan Lerman,6.757142857,7,56000
Logan Browning,7.2,1,628
Lochlyn Munro,4.45,2,1110
LL Cool J,5.25,6,6000
Liza Minnelli,5.6,1,740
Liv Ullmann,7.5,2,880
Lisa Wilcox,5.1,1,321
Lisa Edelstein,6.4,1,955
Lisa Ann Walter,5.9,2,2000
Lisa Ann,5.3,1,502
Linnea Quigley,6.366666667,3,1293
Lindsay Kay Hayward,6.1,1,31
Linda Harrison,6.1,1,220
Linda Cardellini,6.666666667,3,6000
Linda Blair,3.7,1,931
Lin Shaye,5.885714286,7,5964
Lily Tomlin,6.85,2,1436
Lily Rabe,4.7,1,763
Lily Cole,5.8,1,785
Lily Atkinson,6.3,1,328
Lillian Gish,8,1,436
Lilli Lavine,6.9,1,11
Lili Taylor,6.6,1,960
Liam Neeson,6.472413793,29,406000
Liam Aiken,5.7,4,3272
Li Gong,6.883333333,6,5272
Lexie Contursi,5.9,1,28
Lew Temple,7.1,1,597
Levon Helm,7.5,1,572
Leven Rambin,5.3,1,956
LeVar Burton,7.025,4,4000
Leslie Bibb,5.65,4,4000
Lesley-Anne Down,7,1,187
Lesley Manville,7.2,2,298
Leopold Stokowski,7.8,1,16
Leonor Varela,5.9,1,426
Leonid Yarmolnik,6.7,1,4
Leonardo DiCaprio,7.495238095,21,609000
Leonard Roberts,6.55,2,1924
Leonard Nimoy,6.65,8,96000
Leon Isaac Kennedy,5.8,1,116
Leon,3.6,1,730
Lena Olin,6.35,2,1082
Lena Horne,5.2,1,738
Lena Dunham,6.125,4,3876
Lemmy,6.1,1,268
Leighton Meester,5.633333333,3,9000
Leehom Wang,5.1,1,163
Lee Scott,6.8,1,0
Lee Remick,7.6,2,528
Lee Marvin,7.466666667,3,2268
Lee Majors,6.3,1,799
Leah Remini,6.7,1,909
Lea Thompson,6.583333333,6,6000
Lea Michele,5.5,2,4000
Lawrence Gilliard Jr.,5.9,1,353
Laurence Olivier,5.966666667,3,3000
Lauren Holly,6.8,2,1758
Lauren Gottlieb,6.4,1,733
Lauren German,7.4,1,683
Lauren Cohan,6,1,4000
Lauren Ambrose,6.3,1,945
Laura-Leigh,7,1,740
Laura Ramsey,4.633333333,3,2880
Laura Morante,6.5,1,60
Laura Harring,6.35,2,1338
Laura Fraser,6.3,1,601
Lars Mikkelsen,7.3,1,573
Larry Miller,5.25,2,1222
Larry David,7.4,2,1720
Lara Jill Miller,5.9,1,93
Lane Smith,6.4,1,633
Landon Liboiron,6.5,1,1000
Lamman Rucker,3.5,1,607
Lambert Wilson,6.65,2,372
Lalaine,3.2,1,502
Laila Haley,5.2,1,1000
Kyra Sedgwick,5.933333333,3,2823
Kylie Minogue,7.1,1,690
Kyle Hebert,6.3,1,324
Kurtwood Smith,6.633333333,3,3000
Kurt Fuller,7.7,1,617
Kumar Gaurav,7.4,1,12
Krystyna Janda,9.1,2,40
Kristy Swanson,5.3,1,578
Kristin Scott Thomas,7.275,4,4000
Kristin Lehman,6.7,1,187
Kristen Stewart,6.435714286,14,238000
Kristen Seavey,3.3,1,370
Kristen Quintrall,4.2,1,166
Krista Allen,5.8,2,328000
Konstantin Lavronenko,8,1,20
Konstantin Khabenskiy,6.033333333,3,342
Kôji Yakusho,7.4,1,89
Kirsten Dunst,6.636363636,11,44000
Kirk Fox,6,1,109
Kirk Cameron,6.5,1,848
Kirby Heyborne,6.2,2,138
Kip Pardue,7.3,1,374
Kimberly Williams-Paisley,6,1,529
Kimberly J. Brown,6.7,1,409
Kimberly Elise,7.3,1,637
Kimberley Crossman,8.7,1,467
Kim-Marie Woodhouse,6.6,1,5
Kim Shaw,6.2,1,934
Kim Director,4,1,193
Kim Dickens,7,1,624
Kieran Culkin,6.725,4,4000
Ki Hong Lee,6.6,2,1976
Khandi Alexander,6.25,2,1112
Khalid Abdalla,8.1,1,161
Kevin Zegers,5.46,5,10000
Kevin Sussman,5.3,1,681
Kevin Spacey,7.15,22,396000
Kevin Scott Richardson,7.1,1,262
Kevin Rankin,5.7,1,820
Kevin Pollak,5.75,2,1148
Kevin P. Farley,3.2,1,143
Kevin Nash,6,1,642
Kevin McNally,6.35,2,854
Kevin Howarth,5.6,1,19
Kevin Grevioux,5.6,1,593
Kevin Corrigan,6.6,3,2334
Kevin Alejandro,5.3,1,1000
Kerry Bishé,6.4,1,296
Keri Maletto,4.3,1,569
Kenny Johnston,6.8,1,327
Kenneth Tobey,6.7,1,57
Kendyl Joi,5.6,1,23
Ken Howard,6.35,2,1298
Ken Burns,7.4,1,196
Ken Arnold,5,1,327
Kelsey Grammer,5,1,808
Kelly Rutherford,5.5,1,287
Kelly Preston,5.85,4,2969
Kelly Macdonald,7.1,5,10000
Kelly Carlson,4.7,1,472
Kelli Garner,6.233333333,3,2190
Keith Carradine,5.15,2,1168
Keisha Castle-Hughes,7.2,2,892
Keir Dullea,8.3,1,273
Keenan Wynn,7,1,277
Keanu Reeves,6.741666667,24,432000
Kayvan Novak,7.3,1,414
Kayla Jackson,3.4,1,25
Kay Panabaker,5.9,1,720
Katy Mixon,6.9,2,1964
Katrina Law,3.1,1,835
Katrina Kaif,7.3,1,3000
Katrina Bowden,6.533333333,3,2844
Katie Aselton,4.7,1,224
Kathleen Wilhoite,5.7,1,265
Kathleen Turner,4.6,2,1798
Kathleen Quinlan,6.9,1,551
Kathleen Freeman,7.9,1,145
Katherine McNamara,5.9,1,19000
Katharine Ross,6.9,2,1280
Katharine Isabelle,5.9,2,1836
Kath Soucie,6.35,2,608
Kate Winslet,7.035714286,14,196000
Kate Upton,5.1,1,971
Kate Maberly,5.7,1,416
Kasia Smutniak,6.5,1,211
Karra Elejalde,7.2,1,123
Karl Malden,7.3,1,416
Karl E. Landler,5.8,1,533
Karisma Kapoor,4.5,2,706
Karin Viard,7.4,1,68
Kari J. Kramer,5,1,731
Karen Allen,6.4,1,784
Karen Alexander,7,1,0
Kang-ho Song,7.3,1,398
Kane Hodder,4.875,4,3740
Justin Timberlake,5.742857143,7,21000
Justin Theroux,6.133333333,3,3000
Justin Kirk,5.7,1,945
Justin Gordon,5.8,1,35
Justin Fletcher,8.3,1,45
Justin Chon,5.25,2,1104
Justin Baldoni,5.3,1,657
Jurnee Smollett-Bell,6.65,2,4000
Jürgen Prochnow,8.4,1,362
Jung-min Hwang,7.7,1,45
Juliet Stevenson,7,1,202
Julie Walters,7.466666667,3,2514
Julie Christie,7.866666667,3,1791
Julie Benz,6.1,5,15000
Julianne Gabert,3.7,1,252
Julianna Pitt,5.4,1,785
Julianna Guill,4.1,1,465
Julian Sands,6.08,5,3435
Julian Richings,5.9,2,1296
Julian Morris,5.25,4,4000
Julian Glover,4.95,2,1688
Julia Roberts,6.264705882,17,136000
Julia Ormond,6.3,2,1837
Julia Jentsch,7.4,1,61
Judy Marte,6.9,1,68
Judy Greer,6.169230769,13,26000
Judith O'Dea,8,2,250
Judith Chapman,5.1,1,44
Judith Barsi,5.05,2,1824
Judith Anderson,6.2,1,197
Judie Aronson,5.9,1,158
Judge Reinhold,6.4,3,2703
Jossara Jinaro,3.9,1,847
Joshua Ray Bell,6.6,1,288
Josh Wingate,5.7,1,865
Josh Swanson,7.6,1,53
Josh Hutcherson,6.4,10,140000
Josh Gad,6.95,2,2000
Josh Charles,6.55,2,2000
Joseph Gordon-Levitt,6.911764706,17,391000
Joseph Gilgun,6.866666667,3,2364
Joseph Cotten,7.166666667,3,1407
Joseph Campanella,4.1,1,32
Jørgen Langhelle,7.6,1,117
Jorge Luis Moreno,6.2,1,78
Jordi Vilasuso,6,1,160
Jordi Mollà,6.15,2,1754
Jordana Spiro,6.1,1,262
Jordana Brewster,5.85,2,8000
Jonathan Winters,6.133333333,3,2772
Jonathan D. Mellor,6.6,1,37
Jonathan Brandis,6.4,1,761
Jonathan Blow,7.7,1,0
Jon Seda,6.7,1,565
Jon Mack,5.7,1,924
Jon Lovitz,5.957142857,7,77000
Jon Heder,5.675,4,3880
Jon Hamm,6.32,5,20000
Jon Gries,5.8,1,482
Jon Foo,6.45,2,1556
Jon Favreau,6.155555556,9,36000
Jon Brion,7.6,1,45
Johnny Pacar,4.45,2,2000
Johnny Lewis,3.9,1,741
Johnny Depp,6.736585366,41,1640000
Johnny Cannizzaro,6.9,1,880
John Witherspoon,5.45,4,2892
John Vernon,6.7,1,187
John Saxon,6.6,1,506
John Savage,5.5,1,652
John Robinson,7.1,1,375
John Ratzenberger,7.966666667,3,3000
John Newton,5.4,1,236
John Michael Higgins,6.633333333,3,2871
John Mahoney,6.1,1,385
John Karyus,6.2,1,907
John Kapelos,5.7,1,510
John Howard,6.4,1,172
John Heard,7,2,1394
John Gilbert,8.3,1,81
John Gatins,5.9,1,61
John Forsythe,8,1,255
John F. Kennedy,8.1,1,168
John Enos III,7.3,1,465
John Doman,8,1,616
John Doe,6.4,1,181
John de Lancie,6,2,1810
John Cothran,7.8,1,27
John Cassavetes,7.1,2,1834
John Cameron Mitchell,7.8,1,263
John Boyega,6.6,1,1000
John Belushi,7.75,2,2000
John Beasley,7.2,1,205
John August,6.6,1,86
John Astin,3.2,1,641
John Amos,5.466666667,3,2946
John Abraham,7.8,1,1000
Johannes Silberschneider,7.7,1,24
Johanna Braddy,5.8,1,581
Joey D. Vieira,4.8,1,729
Joely Richardson,5.8,2,1168
Joel Moody,7.1,1,52
Joel McHale,6.2,1,734
Joel David Moore,5.7,1,936
Joel Courtney,6.85,2,2000
Joe Morton,7.5,3,2340
Joe Mantegna,6.071428571,7,7000
Joe Lo Truglio,6.1,4,3332
Joe Estevez,3.9,1,625
Joe Don Baker,6.7,1,387
Joe Cross,7.6,1,65
Joe Cocker,8.1,1,262
Jodi Lyn O'Keefe,7,1,897
Joaquim de Almeida,5.4,2,1156
Joanna Kulig,7.4,1,88
Joan Rivers,7.1,1,1000
Joan Plowright,5.7,1,330
Joan Chen,7.6,1,643
Joan Allen,7.9,2,1610
Jo Hartley,6.9,1,49
Jizelle Jade,6.1,1,33000
Jimmy Shergill,4.7,1,327
Jimmy Fallon,4.5,2,1574
Jimmy Bennett,6,8,696000
Jimi Mistry,7,1,183
Jim Sturgess,7.375,4,20000
Jim Parsons,6.7,4,68000
Jim Meskimen,8.1,1,272
Jim Gaffigan,5.633333333,3,1416
Jim Carter,6.1,1,439
Jim Broadbent,6.494444444,18,18000
Jim Belushi,6.4,4,3416
Jill Hennessy,5.9,1,419
Jill Clayburgh,6.2,1,433
Jiao Xu,6.5,1,46
Jet Li,6.644444444,9,45000
Jessy Schram,6.2,1,813
Jessie T. Usher,6.7,1,116
Jessica Tandy,7.5,1,509
Jessica Szohr,6.9,1,847
Jessica Paré,7,2,978
Jessica Lowndes,4.3,2,2000
Jessica Barden,6.8,1,157
Jesse McCartney,5.1,2,2000
Jess Weixler,5.4,1,386
Jerry Stiller,4.166666667,3,2157
Jerry Mathers,7.2,1,282
Jerry Ferrara,7,2,960
Jeremy W. Auman,6.8,1,3
Jeremy Shada,7.2,1,860
Jeremy Renner,6.877777778,9,90000
Jeremy Irvine,6.5,4,100000
Jeremy Davies,7.1,2,1538
Jeremy Brett,7.9,1,453
Jere Burns,4.8,1,460
Jensen Ackles,6.45,2,20000
Jenny Agutter,5.7,1,659
Jennifer Saunders,7.7,1,309
Jennifer Lawrence,7.046666667,15,510000
Jennifer Lafleur,6.8,1,873
Jennifer Jason Leigh,6.855555556,9,9000
Jennifer Hudson,5.2,2,1098
Jennifer Hale,4,1,918
Jennifer Garner,6.244444444,9,27000
Jennifer Freeman,3.5,1,389
Jennifer Esposito,4.4,2,1822
Jennifer Ehle,6.3,5,5000
Jenna Fischer,5.866666667,3,2898
Jelena Jovanova,4.3,1,306
Jeffrey Jones,5.15,2,1384
Jeffrey Frost,7.5,1,6
Jeffrey Falcon,6.7,1,33
Jeffrey Combs,5.6,1,885
Jeff Kober,5.1,1,919
Jeff Fahey,5.4,1,535
Jeff Bridges,6.638888889,18,216000
Jeff Bennett,7.1,1,283
Jeanne Tripplehorn,6.233333333,3,2133
Jeanne Moreau,7.9,1,343
Jean-Pierre Léaud,7.2,1,232
Jean-Paul Belmondo,7.7,1,710
Jean-Louis Trintignant,8.1,1,319
Jean-Baptiste Maunier,7.9,1,517
Jean Harlow,7.8,1,431
Jean Arthur,8,1,319
Jay Mohr,6.1,1,563
Jay Laga'aia,6.5,1,125
Jay Hernandez,6.04,5,5000
Javier Botet,7.1,3,3000
Jasper Cole,5.5,1,1000
Jason Stuart,5.4,1,990
Jason Statham,6.546153846,26,676000
Jason Robards,5,1,372
Jason Ritter,5.8,1,782
Jason Priestley,6,2,942
Jason Patric,6.1,3,2019
Jason Momoa,5.3,1,11000
Jason Mewes,5.7,2,1796
Jason Marsden,6,1,1000
Jason London,4.6,1,711
Jason K. Wixom,3.5,1,214
Jason Flemyng,5.7,7,7000
Jason Alexander,5.9,1,700
Janet Leigh,7.75,2,1212
Janet Jackson,5.9,1,592
Janeane Garofalo,6.4,5,5000
Jane Goodall,7,1,21
Jane Fonda,5.9,1,949
Jan Haley,6.6,1,695
Jan Decleir,7.8,1,25
Jamie Renée Smith,5.8,1,650
Jamie Lee Curtis,6.291666667,12,24000
Jamie Kennedy,2.2,1,490
James Wolk,6,1,938
James Wilcox,5.1,1,683
James Urbaniak,6.3,1,119
James Ransone,5.5,1,412
James Nesbitt,7.15,4,3092
James Morrison,7.7,1,210
James Mason,7.3,5,3087
James Martin Kelly,5.9,1,394
James Lafferty,6.5,1,972
James Kyson,5.2,1,449
James Hetfield,7.2,1,364
James Franco,6.707142857,14,154000
James Frain,4.4,1,1000
James Duval,6.7,1,701
James Drury,6.2,1,356
James D'Arcy,6.25,2,1226
James Corden,6.266666667,3,1440
James Coburn,6.9,4,3092
James Callis,6.3,1,541
James Cagney,8,1,786
James Brown,7.2,1,183
James Brolin,6.9,1,499
James Babson,6.8,1,366
Jamel Debbouze,4.9,1,326
Jake Gyllenhaal,6.82,15,225000
Jake Busey,7.2,1,660
Jaime King,5.4,2,1921
Jaime Camil,6,1,274
Jada Pinkett Smith,6.3,7,5957
Jacques Perrin,8,1,63
Jacqueline McKenzie,6.6,1,185
Jacob Vargas,5.8,1,399
Jacob Tremblay,5.4,1,681
Jackson Nicoll,6.6,1,925
Jackie Gleason,8.7,1,491
Jack Warden,8.9,1,359
Jack Reynor,6.4,1,390
Jack Palance,6.8,1,549
Jack McGee,5.4,1,238
Jack McBrayer,6.166666667,3,2925
Jack Kao,7.4,1,11
Jack E. Curenton,4.1,1,847
Jack Davenport,6.1,1,1000
Jacinda Barrett,7.6,1,579
Jacek Koman,7.4,1,70
J.K. Simmons,6.674193548,31,744000
J.D. Williams,7.2,1,196
J.D. Evermore,5.9,1,430
Izabella Scorupco,7.2,1,394
Ivana Milicevic,5.066666667,3,2502
Ivana Baquero,8.2,1,634
Iulia Ciochina,6.5,1,0
Isaiah Washington,5.5,1,534
Isabelle Huppert,7.25,2,1356
Isabelle Adjani,6.9,1,572
Isabella Rossellini,6.866666667,3,2436
Isaac Hempstead Wright,6.65,2,1748
Isaac Hayes,7.4,1,275
Isaac C. Singleton Jr.,7.5,1,312
Irvin Kershner,7.6,1,883
Irene Bedard,6.5,1,752
Ioan Gruffudd,5.95,4,8000
Ingvar Eggert Sigurðsson,6.9,1,63
Indira Varma,6.1,2,1458
Imelda Staunton,6.85,2,1158
Illeana Douglas,7.05,2,691
Ilene Graff,6.7,1,442
Iko Uwais,7.6,1,1000
Iben Hjejle,5.7,1,122
Ian Ziering,4.65,2,1968
Ian Whyte,2.7,1,473
Ian Tracey,5.3,1,144
Ian Somerhalder,6.3,3,48000
Ian McNeice,6.9,1,268
Ian McDiarmid,6.7,1,1000
Ian Gamazon,6.3,1,0
Hunter Parrish,7,2,4000
Humphrey Bogart,7.9,2,4000
Hulk Hogan,5.3,1,844
Hugh M. Hefner,5.95,2,746
Hugh Keays-Byrne,7,1,728
Hugh Jackman,6.752380952,21,420000
Hope Davis,6.95,2,884
Honor Blackman,7.8,1,387
Honglei Sun,5.7,2,18
Holly Hunter,7.044444444,9,9000
Hiroshi Abe,6,1,43
Hill Harper,6.5,1,465
Henry Thomas,7,3,2583
Henry Silva,7.5,1,251
Henry Ian Cusick,6.7,3,2598
Henry Cavill,6.828571429,7,105000
Heike Makatsch,7.3,1,177
Hedy Lamarr,7.1,1,1000
Hector Kotsifakis,7.7,1,623
Hector Elizondo,6.05,4,3980
Hector Echavarria,4.3,1,466
Heather O'Rourke,7.4,2,1774
Heather Matarazzo,6.45,2,1058
Heather Locklear,5.533333333,3,2085
Heather Donahue,6.4,1,170
Heather Berman,7.5,1,0
Heath Ledger,6.66,5,65000
Hayley Atwell,6.7,3,6000
Hayden Christensen,5.783333333,6,24000
Hattie McDaniel,8.2,1,503
Harvey Fierstein,6.1,1,499
Harry Styles,4.1,1,773
Harry Lennix,6.133333333,3,2244
Harry Carey Jr.,7.4,1,281
Harrison Gilbertson,7.1,1,174
Harrison Ford,7.159259259,27,297000
Harold Ramis,7,1,11000
Harold Perrineau,6.46,5,5000
Hansika Motwani,5.1,1,141
Hanno Pöschl,8.1,1,15
Hanne Aagesen,8.1,1,0
Haley Ramm,5.8,1,353
Haley Joel Osment,5.88,5,15000
Hal Landon Jr.,7.4,1,195
Hal Holbrook,7.4,1,826
Gustaf Skarsgård,6.6,1,908
Gunnar Hansen,6.6,3,1149
Grey Damon,7.5,1,629
Gretchen Mol,6.85,2,1198
Greta Gerwig,6.366666667,3,2886
Gregory Smith,6,3,2082
Gregory Scott Cummins,6.4,1,37
Greg Nicotero,7.2,2,2000
Greg Grunberg,5.4,2,1666
Greg Germann,5.9,1,435
Greg Crowe,6.4,1,875
Greg Ayres,7.2,1,58
Grace Phipps,6.4,1,596
Gordon Pinsent,7.2,1,149
Goran Visnjic,6.966666667,3,3000
Gloria Grahame,6.7,1,232
Glenn Plummer,6.4,1,240
Glenn Morshower,5.9,3,2682
Glenn Campbell,4.2,1,46
Glen Hansard,7.9,1,200
Gladys Cooper,7.1,1,89
Ginger Rogers,7.75,2,1220
Gina Lollobrigida,6.5,2,1492
Gillian White,6.5,1,1000
Gideon Emery,4.8,1,430
Giancarlo Giannini,6.7,1,451
Gerry Lopez,7.9,1,52
Gerry Bednob,6.6,1,218
Gerard Butler,6.563636364,22,396000
Geraldine Chaplin,7.5,1,382
Gerald McRaney,7.4,1,523
George Peppard,6.4,2,1338
George Newbern,5.3,1,647
George Kennedy,6.3,7,21000
George Coe,3.5,1,488
George Carlin,6.6,1,769
George C. Scott,8.166666667,3,1962
Geoffrey Arend,7.1,1,816
Geoff Stults,4.9,2,1512
Gene Tierney,6.6,1,535
Gena Rowlands,6.5,1,545
Gavin MacLeod,5.6,1,284
Gary Weeks,6.4,1,452
Gary Oldman,5.933333333,12,120000
Gary Lewis,7.8,1,203
Gary Dourdan,6.066666667,3,3000
Gary Daniels,2.8,1,551
Gary Cooper,7.35,2,1996
Gary Cole,6.2,8,7912
Gaby Hoffmann,6.8,1,612
Gabriel Millman,6.9,1,13000
G.W. Krauss,6.8,1,20
French Stewart,2.6,1,319
Fred Willard,3.5,1,729
Fred MacMurray,8.3,1,516
Fred Gwynne,7.2,2,1772
Franky G,7,1,93
Frankie Muniz,5.4,2,1868
Frank Whaley,6.6,1,436
Frank Welker,5.5,3,6000
Frank Langella,6.05,4,3609
Frank Grillo,5.25,4,3192
Frank Finlay,6.5,2,676
Françoise Yip,6.7,1,186
François Cluzet,7.15,2,1082
François Bégaudeau,7.5,1,15
Francis Capra,8.4,1,937
Francesca Capaldi,7.2,1,144
Frances Fisher,6.4,4,2552
Frances Conroy,5.4,3,2481
Frances Bay,5.6,1,491
Frances Bavier,6.1,1,407
Fran Drescher,7,1,859
Florian Lukas,7.7,1,65
Florence Henderson,6.2,1,337
Flavio Parenti,7,1,144
Fisher Stevens,4.62,5,4610
Fionnula Flanagan,7.6,1,482
Finn Wittrock,7.2,2,1538
Fernanda Montenegro,7.75,2,238
Fernanda Andrade,4.2,1,403
Fergie,5.8,1,529
Fereshteh Sadre Orafaiy,7.5,1,5
Faye Dunaway,5.35,2,1954
Fay Masterson,7,1,126
Farrah Fawcett,5.2,2,2000
Fanny Ardant,7.5,1,288
Fann Wong,6.2,1,154
Faizon Love,5.6,2,1170
Fabian Bolin,6.7,1,309
F. Murray Abraham,6.75,2,1340
Ezra Miller,7.45,2,6000
Everett McGill,6.2,1,201
Eva Green,7.15,4,24000
Eva Boehnke,6.3,1,0
Eva Amurri Martino,6.4,1,797
Eugenio Derbez,7.6,1,399
Ethan Suplee,7.18,5,5000
Ethan Embry,6.625,4,3928
Esther Williams,6.5,1,675
Estella Warren,5.7,2,1316
Essie Davis,6.65,2,618
Essence Atkins,4.3,2,1426
Esai Morales,7.066666667,3,2097
Errol Flynn,7.1,1,843
Ernie Reyes Jr.,5,1,444
Erin Fitzgerald,5.3,1,99
Erika Christensen,5.6,3,2793
Erick Avari,5.2,1,567
Eric Stoltz,6.8,2,1804
Eric Sheffer Stevens,5.3,1,120
Eric Mendenhall,4.1,1,607
Eric Mabius,7,2,1274
Eric Lloyd,5.9,1,775
Eric Johnson,6.9,1,373
Eric Idle,5.55,4,3180
Eric Dane,6.666666667,3,6000
Eoin Macken,4.8,1,533
Emraan Hashmi,4.8,1,724
Emmanuelle Vaugier,6.1,2,2000
Emmanuelle Seigner,8,1,413
Emma Watson,5.9,2,18000
Emma Stone,6.558333333,12,180000
Emma Caulfield,7.5,1,970
Emma Bell,6.05,2,1405
Emir Kusturica,6.95,2,4000
Emily Watson,7.2,4,3504
Emily Rios,7.1,1,231
Emily Podleski,6.6,1,1000
Emily Osment,4.2,1,1000
Emilia Fox,8.5,1,396
Eme Ikwuakor,7,1,135
Embeth Davidtz,5.2,1,795
Elpidia Carrillo,6.8,1,174
Ellen Burstyn,7.225,4,4000
Ellar Coltrane,8,1,230
Elizabeth Streb,6.8,1,0
Elizabeth Montgomery,7.6,1,1000
Elizabeth McGovern,7.7,1,553
Elizabeth Daily,6.2,4,3884
Elizabeth Berrington,8,1,65
Elissa Dowling,3.2,1,307
Elisabeth Harnois,5.4,1,921
Elina Alminas,7.7,1,149
Elina Abai Kyzy,8.7,1,0
Eleanor Parker,8,1,354
Elden Henson,6.1,2,1154
Elaine Hendrix,5.5,2,1340
Elaine Bromka,6.7,1,178
Eileen Brennan,6.375,4,4000
Edie Falco,6.5,1,659
Edgar Ramírez,7.7,1,897
Edgar Arreola,7.6,1,455
Eddie Redmayne,6.875,4,52000
Eddie Marsan,7,2,1958
Eddie Izzard,5.7,2,1552
Eddie Griffin,5.266666667,3,1467
Eddie Cibrian,5.375,4,3396
Eddie Cahill,7.5,1,639
Ed Wynn,7.8,1,382
Ed Speleers,6.3,1,762
Ed Skrein,5.1,1,805
Ed Lauter,6.8,1,897
Ed Begley Jr.,6.2125,8,6264
Eartha Kitt,7.3,1,558
Eamonn Walker,7.3,1,706
Dylan Walsh,5,1,426
Dylan Moran,6.6,1,427
Dylan Baker,6,3,2436
Dylan Authors,7,1,20
Dyan Cannon,6.5,1,267
Dwayne Johnson,6.205263158,19,228000
Dustin Milligan,6.5,1,499
Dustin Lance Black,7.1,1,191
Dustin Ingram,3.7,1,427
Dustin Fitzsimons,2.5,1,349
Drew Waters,5.4,1,848
Drew Powell,6.8,1,129
Drew Fuller,3.9,1,906
Dreama Walker,6.4,1,601
Drake Bell,5.375,4,4000
Dov Tiefenbach,6.1,1,108
Dougray Scott,5.6,1,794
Doug Walker,7.1,1,131
Doug E. Doug,6.9,1,953
Doug Brochu,6.1,1,254
Dorian Missick,6.966666667,3,3000
Doona Bae,7,1,629
Donny Boaz,7,1,2000
Donna Reed,8.6,1,488
Donna Murphy,6.3,1,553
Dong-gun Jang,5.6,1,489
Donatas Banionis,8.1,1,29
Donald Pleasence,6.216666667,6,4452
Donald Glover,5.8,1,801
Donald Faison,5.2,5,4635
Don Wallace,6.6,1,54
Don Rickles,6.4,1,721
Don McKellar,6.6,1,45
Don Johnson,5.775,4,3928
Don Cheadle,6.92,10,30000
Don Brooks,6.7,1,0
Don Ameche,7.5,1,392
Dominic Flores,6.1,1,1000
Dominic Cooper,7.071428571,7,21000
Dolly Parton,5.75,2,2000
Djimon Hounsou,5.95,8,24000
Divine,6.1,1,462
Diedrich Bader,5,2,1518
Dick Clark,7.1,1,504
Dichen Lachman,3.1,1,717
Dianne Wiest,6.5,7,6769
Diane Sorrentino,5.1,1,17
Diahann Carroll,4.7,1,426
Devin Ratray,6.933333333,3,3000
Devid Striesow,6.8,1,24
Desmond Llewelyn,6.666666667,3,732
Derick Martini,7.6,1,20000
Derek Luke,6.7,1,543
DeRay Davis,3.3,1,328
Denzel Washington,7.083333333,30,540000
Dennis Quaid,6.714285714,14,28000
Denis O'Hare,6.6,1,896
Denis Leary,6.95,2,1670
Denis Lavant,6.55,2,452
Demián Bichir,6.85,2,1498
Demi Moore,6.0125,8,16000
Delroy Lindo,6.85,4,3392
Del Zamora,5.65,2,1504
Dee Bradley Baker,7.9,1,668
Debra Messing,6.55,2,1300
Déborah Révy,5.6,1,34
Deborah Mailman,6.3,1,46
Deborah Kara Unger,6.65,2,989
Debi Mazar,8.5,1,680
