actor_1_name,genres,score,actor_1_facebook_likes,Num
Gary Cooper,Drama|Romance|War,6.6,998,1
Colin Firth,Drama|Romance|War,7.4,14000,1
Channing Tatum,Drama|Romance|War,6.3,17000,1
Anna Friel,Drama|Romance|War,6.3,735,1
Scarlett Johansson,Drama|Romance|Thriller,7.7,19000,1
Mekhi Phifer,Drama|Romance|Thriller,6.2,2000,2
Hunter Parrish,Drama|Romance|Thriller,6.5,2000,1
Fred Gwynne,Drama|Romance|Thriller,6.9,886,1
David Lyons,Drama|Romance|Thriller,6.7,576,1
Sean Pertwee,Drama|Romance|Sport,6.8,722,1
Scott Mechlowicz,Drama|Romance|Sport,7.3,634,1
Robert Downey Jr.,Drama|Romance|Sport,5.9,21000,1
J.K. Simmons,Drama|Romance|Sport,6.5,24000,1
Faizon Love,Drama|Romance|Sport,5.6,585,1
Alfre Woodard,Drama|Romance|Sport,7.2,1000,1
Samantha Morton,Drama|Romance|Sci-Fi|Thriller,6.3,631,1
Leonor Varela,Drama|Romance|Sci-Fi|Thriller,5.9,426,1
William Katt,Drama|Romance|Sci-Fi,8,505,1
Tobias Menzies,Drama|Romance|Sci-Fi,8.5,1000,1
Steven Yeun,Drama|Romance|Sci-Fi,7.3,7000,1
Scarlett Johansson,Drama|Romance|Sci-Fi,8,19000,1
Robin Lord Taylor,Drama|Romance|Sci-Fi,7,574,1
Li Gong,Drama|Romance|Sci-Fi,7.5,878,1
Jeff Bridges,Drama|Romance|Sci-Fi,6.5,12000,1
Eva Green,Drama|Romance|Sci-Fi,6.4,6000,1
Cliff Robertson,Drama|Romance|Sci-Fi,7.1,754,1
Andrew Garfield,Drama|Romance|Sci-Fi,7.2,10000,1
Zooey Deschanel,Drama|Romance,6.9,11000,1
Yaphet Kotto,Drama|Romance,8.1,581,1
Will Smith,Drama|Romance,7.7,10000,1
Victor Rasuk,Drama|Romance,7.2,302,1
Vernon Dobtcheff,Drama|Romance,8,50,1
Vanessa Redgrave,Drama|Romance,7,898,1
Tom Wilkinson,Drama|Romance,6.7,1000,1
Tom Hardy,Drama|Romance,7.7,27000,1
Tom Cullen,Drama|Romance,7.7,507,1
Toby Jones,Drama|Romance,7.5,2000,1
Tim Blake Nelson,Drama|Romance,6.2,596,1
Tiago Riani,Drama|Romance,7.1,989,1
Talulah Riley,Drama|Romance,7.8,422,1
Stephen Rea,Drama|Romance,7.2,327,1
Sonia Braga,Drama|Romance,5.6,308,1
Shirley Henderson,Drama|Romance,6.9,887,1
Shailene Woodley,Drama|Romance,7.8,8000,1
Shah Rukh Khan,Drama|Romance,6.9,8000,1
Seamus Davey-Fitzpatrick,Drama|Romance,7.9,140,1
Scarlett Johansson,Drama|Romance,7.2,19000,1
Sarah Polley,Drama|Romance,7.6,900,1
Sarah Michelle Gellar,Drama|Romance,6.7,8000,2
Samantha Morton,Drama|Romance,6,1262,2
Sam Shepard,Drama|Romance,8,820,1
Sam Claflin,Drama|Romance,7.6,11000,1
Ryan Gosling,Drama|Romance,7.65,66000,2
Rupert Graves,Drama|Romance,7.8,443,1
Rufus Sewell,Drama|Romance,7.2,3000,1
Ronn Moss,Drama|Romance,3.5,177,1
Robin Wright,Drama|Romance,6.366666667,54000,3
Robert Pattinson,Drama|Romance,7.05,42000,2
Robert John Burke,Drama|Romance,5.5,318,1
Robert Duvall,Drama|Romance,8.1,3000,1
Robert De Niro,Drama|Romance,5.1,22000,1
Richard E. Grant,Drama|Romance,7.2,554,1
Peter Gallagher,Drama|Romance,7.2,828,1
Paddy Considine,Drama|Romance,6.8,680,1
Olivier Martinez,Drama|Romance,6.8,837,1
Olivia Williams,Drama|Romance,6.7,766,1
Nicolas Cage,Drama|Romance,7.6,12000,1
Nawazuddin Siddiqui,Drama|Romance,7.8,638,1
Natalie Portman,Drama|Romance,7,40000,2
Naomi Watts,Drama|Romance,7.2,6000,1
Murray Bartlett,Drama|Romance,6.1,141,1
Mira Sorvino,Drama|Romance,5.9,978,1
Miguel Ferrer,Drama|Romance,6.9,688,1
Michael Angarano,Drama|Romance,6.75,1894,2
Meryl Streep,Drama|Romance,7.6,11000,1
Mathieu Amalric,Drama|Romance,6.3,412,1
Martin Landau,Drama|Romance,6.9,940,1
Marcela Mar,Drama|Romance,6.4,267,1
Luke Bracey,Drama|Romance,6.7,775,1
Logan Lerman,Drama|Romance,8,8000,1
Li Gong,Drama|Romance,7.15,1758,2
Leonardo DiCaprio,Drama|Romance,7.28,145000,5
Leonard Roberts,Drama|Romance,7.4,962,1
Lena Olin,Drama|Romance,7.3,541,1
Lauren German,Drama|Romance,7.4,683,1
Kristen Stewart,Drama|Romance,6.8,17000,1
Kirsten Dunst,Drama|Romance,6.85,8000,2
Kirk Cameron,Drama|Romance,6.5,848,1
Kelly Macdonald,Drama|Romance,6.6,2000,1
Keanu Reeves,Drama|Romance,7.366666667,54000,3
Kate Winslet,Drama|Romance,7.6,28000,2
Karisma Kapoor,Drama|Romance,6.2,353,1
Julie Walters,Drama|Romance,7.5,838,1
Julian Sands,Drama|Romance,7.4,687,1
Judy Greer,Drama|Romance,5.6,2000,1
Johnny Depp,Drama|Romance,7.1,80000,2
John Abraham,Drama|Romance,7.8,1000,1
Joe Mantegna,Drama|Romance,6.1,1000,1
Jodi Lyn O'Keefe,Drama|Romance,7,897,1
Jimi Mistry,Drama|Romance,7,183,1
Jeremy Renner,Drama|Romance,6.6,10000,1
Jeremy Irvine,Drama|Romance,7.2,25000,1
Jennifer Lawrence,Drama|Romance,6.7,34000,1
Jennifer Ehle,Drama|Romance,5.4,2000,2
Jason Statham,Drama|Romance,6.6,26000,1
Janet Jackson,Drama|Romance,5.9,592,1
Jamie Lee Curtis,Drama|Romance,6.1,2000,1
James Franco,Drama|Romance,5.7,11000,1
Jake Gyllenhaal,Drama|Romance,6.966666667,45000,3
J.K. Simmons,Drama|Romance,6.45,48000,2
Isabelle Huppert,Drama|Romance,7.9,678,1
Isabella Rossellini,Drama|Romance,7.1,812,1
Ilene Graff,Drama|Romance,6.7,442,1
Heath Ledger,Drama|Romance,7.1,13000,1
Hanno P?schl,Drama|Romance,8.1,15,1
Gordon Pinsent,Drama|Romance,7.2,149,1
Gina Lollobrigida,Drama|Romance,6.8,746,1
Gerard Butler,Drama|Romance,7.45,36000,2
George Carlin,Drama|Romance,6.6,769,1
Gary Oldman,Drama|Romance,5.1,10000,1
Frances Conroy,Drama|Romance,6.4,827,1
Florian Lukas,Drama|Romance,7.7,65,1
Flavio Parenti,Drama|Romance,7,144,1
Eric Stoltz,Drama|Romance,7.1,902,1
Eric Johnson,Drama|Romance,6.9,373,1
Emir Kusturica,Drama|Romance,7.3,2000,1
Eddie Cibrian,Drama|Romance,6.1,849,1
Dennis Quaid,Drama|Romance,7.4,2000,1
Demi?n Bichir,Drama|Romance,7.2,749,1
Dean Stockwell,Drama|Romance,7.4,936,1
David Margulies,Drama|Romance,5.9,567,1
Danny Pino,Drama|Romance,6.7,786,1
Dami?n Alc?zar,Drama|Romance,6.8,201,1
Colin Firth,Drama|Romance,7.6,14000,1
Clint Eastwood,Drama|Romance,7.5,16000,1
Charlie Hunnam,Drama|Romance,7.2,16000,1
Channing Tatum,Drama|Romance,6.8,17000,1
Burl Ives,Drama|Romance,8.1,253,1
Bruce Greenwood,Drama|Romance,5.1,989,1
Brad Pitt,Drama|Romance,5.3,11000,1
Blythe Danner,Drama|Romance,6.5,713,1
Bill Cobbs,Drama|Romance,5.9,970,1
Armando Riesco,Drama|Romance,7.4,625,1
Anthony Hopkins,Drama|Romance,7.7,24000,2
Anne Hathaway,Drama|Romance,6.85,22000,2
Anil Kapoor,Drama|Romance,8,668,1
Allison Dean,Drama|Romance,7.2,159,1
Alexandra Maria Lara,Drama|Romance,6.4,471,1
Alexander Skarsg?rd,Drama|Romance,6.9,10000,1
Alex Pettyfer,Drama|Romance,6.3,15000,1
?lex Angulo,Drama|Romance,7.2,90,1
Alan Rickman,Drama|Romance,7.7,25000,1
Al Pacino,Drama|Romance,7.1,14000,1
Adam Scott,Drama|Romance,7.3,3000,1
Lubna Azabal,Drama|Mystery|War,8.2,131,1
Tony Curran,Drama|Mystery|Thriller,6.1,845,1
Tom Cruise,Drama|Mystery|Thriller,7.05,20000,2
Sarah Roemer,Drama|Mystery|Thriller,6.9,1768,2
Ryan Reynolds,Drama|Mystery|Thriller,7,16000,1
Ricardo Dar?n,Drama|Mystery|Thriller,8.2,827,1
Pruitt Taylor Vince,Drama|Mystery|Thriller,5.9,592,1
Norman Reedus,Drama|Mystery|Thriller,5.9,12000,1
Nicholas Hamilton,Drama|Mystery|Thriller,5.2,147,1
Nia Long,Drama|Mystery|Thriller,5.9,826,1
Naomi Watts,Drama|Mystery|Thriller,7,12000,2
Miranda Richardson,Drama|Mystery|Thriller,6.8,530,1
Min-sik Choi,Drama|Mystery|Thriller,8.4,717,1
Mekhi Phifer,Drama|Mystery|Thriller,5.9,1000,1
Matthew Settle,Drama|Mystery|Thriller,4.6,477,1
Mark Margolis,Drama|Mystery|Thriller,7.5,1000,1
Laura Fraser,Drama|Mystery|Thriller,6.3,601,1
Konstantin Lavronenko,Drama|Mystery|Thriller,8,20,1
Keanu Reeves,Drama|Mystery|Thriller,7.5,18000,1
John Doe,Drama|Mystery|Thriller,6.4,181,1
Jason Priestley,Drama|Mystery|Thriller,4.9,471,1
Harrison Ford,Drama|Mystery|Thriller,7.9,11000,1
Grey Damon,Drama|Mystery|Thriller,7.5,629,1
Geraldine Chaplin,Drama|Mystery|Thriller,7.5,382,1
Eva Amurri Martino,Drama|Mystery|Thriller,6.4,797,1
Erika Christensen,Drama|Mystery|Thriller,6.2,931,1
Deborah Kara Unger,Drama|Mystery|Thriller,7.8,495,1
Daniel von Bargen,Drama|Mystery|Thriller,6.3,577,1
Colin Firth,Drama|Mystery|Thriller,6.3,14000,1
Christopher Abbott,Drama|Mystery|Thriller,6.9,321,1
Bruce Willis,Drama|Mystery|Thriller,8.1,13000,1
Benedict Cumberbatch,Drama|Mystery|Thriller,7.1,19000,1
Ben Gazzara,Drama|Mystery|Thriller,7.3,623,1
Amir Talai,Drama|Mystery|Thriller,5.5,308,1
Al Pacino,Drama|Mystery|Thriller,7.2,14000,1
Robin Wright,Drama|Mystery|Sci-Fi|Thriller,7.2,18000,1
Peter Coyote,Drama|Mystery|Sci-Fi|Thriller,6,548,1
Nicolas Cage,Drama|Mystery|Sci-Fi|Thriller,6.2,12000,1
Mitch Pileggi,Drama|Mystery|Sci-Fi|Thriller,5.9,826,1
Matthew McConaughey,Drama|Mystery|Sci-Fi|Thriller,7.4,11000,1
Martin Landau,Drama|Mystery|Sci-Fi|Thriller,7,940,1
Jennifer Jason Leigh,Drama|Mystery|Sci-Fi|Thriller,7.1,1000,1
Gary Dourdan,Drama|Mystery|Sci-Fi|Thriller,6.2,1000,1
Elina Alminas,Drama|Mystery|Sci-Fi|Thriller,7.7,149,1
Don McKellar,Drama|Mystery|Sci-Fi|Thriller,6.6,45,1
Denzel Washington,Drama|Mystery|Sci-Fi|Thriller,6.6,18000,1
Christopher Denham,Drama|Mystery|Sci-Fi|Thriller,6.7,120,1
Christian Bale,Drama|Mystery|Sci-Fi|Thriller,8.5,23000,1
Robert Picardo,Drama|Mystery|Sci-Fi,5.5,823,1
Kevin Spacey,Drama|Mystery|Sci-Fi,7.65,36000,2
Joaquim de Almeida,Drama|Mystery|Sci-Fi,4.4,578,1
Donatas Banionis,Drama|Mystery|Sci-Fi,8.1,29,1
Denis Lavant,Drama|Mystery|Romance|War,7.7,226,1
Benedict Cumberbatch,Drama|Mystery|Romance|War,7.8,19000,1
Brendan Fraser,Drama|Mystery|Romance|Thriller|War,7.1,3000,1
Saad Siddiqui,Drama|Mystery|Romance|Thriller,5.2,223,1
Rufus Sewell,Drama|Mystery|Romance|Thriller,7.6,6000,2
Rick Yune,Drama|Mystery|Romance|Thriller,6.8,746,1
Liam Neeson,Drama|Mystery|Romance|Thriller,6.3,14000,1
Jessica Par?,Drama|Mystery|Romance|Thriller,7,978,2
J.K. Simmons,Drama|Mystery|Romance|Thriller,7.1,24000,1
Cameron Bright,Drama|Mystery|Romance|Thriller,6.1,829,1
Bryce Dallas Howard,Drama|Mystery|Romance|Thriller,6.5,3000,1
Archie Panjabi,Drama|Mystery|Romance|Thriller,7.5,883,1
Angelina Jolie Pitt,Drama|Mystery|Romance|Thriller,6,11000,1
Johnny Depp,Drama|Mystery|Romance|Sci-Fi|Thriller,6.3,40000,1
Tony Curran,Drama|Mystery|Romance,6.8,845,1
Nat Wolff,Drama|Mystery|Romance,6.4,733,1
Harrison Ford,Drama|Mystery|Romance,5.1,11000,1
Bruce Greenwood,Drama|Mystery|Romance,7.2,991,1
Zach Gilford,Drama|Mystery,7.5,971,1
Ulrich Tukur,Drama|Mystery,7.8,63,1
Shahab Hosseini,Drama|Mystery,8.4,786,1
Poppy Montgomery,Drama|Mystery,6.7,654,1
Philip Seymour Hoffman,Drama|Mystery,7.5,22000,1
Matthew McConaughey,Drama|Mystery,7.6,11000,1
Kristin Scott Thomas,Drama|Mystery,7.3,1000,1
Judy Greer,Drama|Mystery,5.4,2000,1
Bill Murray,Drama|Mystery,7.1,13000,1
Anthony Hopkins,Drama|Mystery,6.9,12000,1
Boyd Banks,Drama|Musical|Sci-Fi,5.4,57,1
Gerard Butler,Drama|Musical|Romance|Thriller,7.4,18000,1
Tyrone Power,Drama|Musical|Romance,7,480,1
Shah Rukh Khan,Drama|Musical|Romance,7.9,8000,1
Rumi Missabu,Drama|Musical|Romance,4.3,19,1
Rosario Dawson,Drama|Musical|Romance,7,3000,1
Miriam Margolyes,Drama|Musical|Romance,6.6,405,1
Kim-Marie Woodhouse,Drama|Musical|Romance,6.6,5,1
Jim Broadbent,Drama|Musical|Romance,7.6,1000,1
Hugh Jackman,Drama|Musical|Romance,7.6,20000,1
Fergie,Drama|Musical|Romance,5.8,529,1
M?a Maestro,Drama|Musical,7.2,341,1
Lauren Gottlieb,Drama|Musical,6.4,733,1
Jossara Jinaro,Drama|Musical,3.9,847,1
Dustin Fitzsimons,Drama|Musical,2.5,349,1
Christian Bale,Drama|Music|Romance|War,5.9,23000,1
Vanessa Lengies,Drama|Music|Romance,6.1,804,1
Sean Patrick Thomas,Drama|Music|Romance,6.1,656,1
Ryan Guzman,Drama|Music|Romance,6.5,3000,1
Rip Torn,Drama|Music|Romance,6,826,1
Michael Nouri,Drama|Music|Romance,6.1,225,1
Mariah Carey,Drama|Music|Romance,2.1,736,1
Maggie Cheung,Drama|Music|Romance,6.9,576,1
Jeff Bridges,Drama|Music|Romance,7.3,12000,1
Holly Hunter,Drama|Music|Romance,7.6,1000,1
Glen Hansard,Drama|Music|Romance,7.9,200,1
Dianne Wiest,Drama|Music|Romance,6.5,1934,2
Denzel Washington,Drama|Music|Romance,6.5,18000,1
David Keith,Drama|Music|Romance,6.9,563,1
Christian Monzon,Drama|Music|Romance,5.3,2000,1
Chris Brown,Drama|Music|Romance,5.2,997,1
Amanda Schull,Drama|Music|Romance,6.7,757,1
Alyson Stoner,Drama|Music|Romance,6.2,2000,1
Aimee Garcia,Drama|Music|Romance,4,618,1
Charlie Hunnam,Drama|Music|Mystery|Romance|Thriller,4.9,16000,1
John Newton,Drama|Music|Mystery|Romance|Sci-Fi,5.4,236,1
Johannes Silberschneider,Drama|Music|Mystery|Romance,7.7,24,1
Robert De Niro,Drama|Music|Musical|Romance,6.7,22000,1
Eric Dane,Drama|Music|Musical|Romance,6.4,2000,1
Cassie Ventura,Drama|Music|Musical|Romance,6.2,158,1
Loretta Devine,Drama|Music|Musical,6.5,912,1
William Joseph Elk III,Drama|Music,6.9,96,1
Trish Basinger,Drama|Music,6.6,644,1
Ta'Rhonda Jones,Drama|Music,7.8,912,1
Shawnee Smith,Drama|Music,6.1,651,1
Shane Pollard,Drama|Music,4.5,485,1
Salma Hayek,Drama|Music,5.8,4000,1
Robin Williams,Drama|Music,7.5,49000,1
Rachel True,Drama|Music,6.5,328,1
Omari Hardwick,Drama|Music,5.7,1000,1
Noel Gugliemi,Drama|Music,5.7,2000,1
Minnie Driver,Drama|Music,6.9,893,1
Mekhi Phifer,Drama|Music,7,1000,1
Leighton Meester,Drama|Music,6.3,3000,1
Justin Timberlake,Drama|Music,7.2,6000,2
Julie Walters,Drama|Music,7.7,838,1
Jennifer Freeman,Drama|Music,3.5,389,1
Jean-Baptiste Maunier,Drama|Music,7.9,517,1
James Corden,Drama|Music,7.4,480,1
J.K. Simmons,Drama|Music,8.5,24000,1
Christian Bale,Drama|Music,7,23000,1
Chris Brown,Drama|Music,5,997,1
Beth Grant,Drama|Music,6.2,628,1
Anne Hathaway,Drama|Music,5.8,11000,1
Alicia Witt,Drama|Music,7.3,975,1
Alfre Woodard,Drama|Music,6.7,1000,1
Aidan Quinn,Drama|Music,7.3,767,1
Tom Wilkinson,Drama|Horror|Thriller,6.7,1000,1
Robbie Barnes,Drama|Horror|Thriller,3,720,1
Richard Cawthorne,Drama|Horror|Thriller,7.1,511,1
Philip Baker Hall,Drama|Horror|Thriller,4.8,497,1
?scar Jaenada,Drama|Horror|Thriller,6.8,619,1
Muse Watson,Drama|Horror|Thriller,4,45000,1
Luis Tosar,Drama|Horror|Thriller,7.2,331,1
Leighton Meester,Drama|Horror|Thriller,4.8,3000,1
Jessica Lowndes,Drama|Horror|Thriller,3.8,1000,1
Jennifer Lawrence,Drama|Horror|Thriller,5.6,34000,1
Eva Boehnke,Drama|Horror|Thriller,6.3,0,1
Dougray Scott,Drama|Horror|Thriller,5.6,794,1
Caleb Landry Jones,Drama|Horror|Thriller,5.6,463,1
Scarlett Johansson,Drama|Horror|Sci-Fi|Thriller,6.3,19000,1
Robert De Niro,Drama|Horror|Sci-Fi|Thriller,4.8,22000,1
Noah Huntley,Drama|Horror|Sci-Fi|Thriller,7.6,133,1
Morgan Freeman,Drama|Horror|Sci-Fi|Thriller,5.5,11000,1
Laura Harring,Drama|Horror|Sci-Fi|Thriller,6.2,669,1
Julia Roberts,Drama|Horror|Sci-Fi|Thriller,6.6,8000,1
Ian Somerhalder,Drama|Horror|Sci-Fi|Thriller,4.7,16000,1
Daniel Radcliffe,Drama|Horror|Sci-Fi|Thriller,6,33000,3
Christopher Meloni,Drama|Horror|Sci-Fi|Thriller,6,3000,1
Will Smith,Drama|Horror|Sci-Fi,7.2,10000,1
Sarah Polley,Drama|Horror|Sci-Fi,5.8,900,1
Jeremy Renner,Drama|Horror|Sci-Fi,7,10000,1
Connor Paolo,Drama|Horror|Sci-Fi,6.5,530,1
Julia Roberts,Drama|Horror|Romance|Thriller,5.8,8000,1
David Hyde Pierce,Drama|Horror|Romance|Thriller,6.2,443,1
Aidan Quinn,Drama|Horror|Romance,6.2,767,1
Timothy Hutton,Drama|Horror|Mystery|Thriller,3.3,501,1
Talia Zucker,Drama|Horror|Mystery|Thriller,6.1,12,1
Robert De Niro,Drama|Horror|Mystery|Thriller,6.05,44000,2
Rachel Alig,Drama|Horror|Mystery|Thriller,5.4,397,1
R. Brandon Johnson,Drama|Horror|Mystery|Thriller,5.8,169,1
Olivia Rose Keegan,Drama|Horror|Mystery|Thriller,4.3,216,1
Melissa Sagemiller,Drama|Horror|Mystery|Thriller,3.9,159,1
Marc Blucas,Drama|Horror|Mystery|Thriller,5.1,973,1
Liam Neeson,Drama|Horror|Mystery|Thriller,5.9,14000,1
Kevin Zegers,Drama|Horror|Mystery|Thriller,4.5,2000,1
Julian Morris,Drama|Horror|Mystery|Thriller,5.35,2000,2
Jimmy Bennett,Drama|Horror|Mystery|Thriller,6,87000,1
Jack E. Curenton,Drama|Horror|Mystery|Thriller,4.1,847,1
Eric Sheffer Stevens,Drama|Horror|Mystery|Thriller,5.3,120,1
Debra Messing,Drama|Horror|Mystery|Thriller,6.5,650,1
Deborah Kara Unger,Drama|Horror|Mystery|Thriller,5.5,494,1
Barry Watson,Drama|Horror|Mystery|Thriller,4.1,526,1
Anthony Hopkins,Drama|Horror|Mystery|Thriller,6,12000,1
Abigail Spencer,Drama|Horror|Mystery|Thriller,5.3,1000,1
Jordi Vilasuso,Drama|Horror|Mystery|Sci-Fi|Thriller,6,160,1
Bradley Cooper,Drama|Horror|Mystery|Sci-Fi|Thriller,7.3,14000,1
Nissim Renard,Drama|Horror|Mystery|Sci-Fi,6.4,23,1
Justin Gordon,Drama|Horror|Mystery,5.8,35,1
Judith O'Dea,Drama|Horror|Mystery,8,250,2
Scatman Crothers,Drama|Horror,8.4,888,1
John Cassavetes,Drama|Horror,8,917,1
Joely Richardson,Drama|Horror,5.6,584,1
James Duval,Drama|Horror,6.7,701,1
Eddie Izzard,Drama|Horror,6.9,776,1
Dennis Quaid,Drama|History|War|Western,6,4000,2
Yuki Matsuzaki,Drama|History|War,7.9,378,1
Yorick van Wageningen,Drama|History|War,7.1,163,1
Ye Liu,Drama|History|War,7.7,52,1
Tom Berenger,Drama|History|War,7.7,854,1
Santiago Cabrera,Drama|History|War,6.6,639,1
Ryan O'Neal,Drama|History|War,7.4,385,1
Paul Walker,Drama|History|War,7.1,23000,1
Lillian Gish,Drama|History|War,8,436,1
Laurence Olivier,Drama|History|War,2.7,1000,1
Jorge Luis Moreno,Drama|History|War,6.2,78,1
Johnny Pacar,Drama|History|War,5.9,1000,1
Jay Hernandez,Drama|History|War,6,1000,1
James Nesbitt,Drama|History|War,7.7,773,1
James Mason,Drama|History|War,6.7,617,1
Ioan Gruffudd,Drama|History|War,7.7,2000,1
Harrison Gilbertson,Drama|History|War,7.1,174,1
Don Cheadle,Drama|History|War,8.1,3000,1
Denzel Washington,Drama|History|War,7.9,36000,2
Bob Hoskins,Drama|History|War,7.6,5000,1
Billy Campbell,Drama|History|War,6.3,789,1
Tom Cruise,Drama|History|Thriller|War,7.1,10000,1
Liam Neeson,Drama|History|Thriller|War,6.7,14000,1
Lars Mikkelsen,Drama|History|Thriller|War,7.3,573,1
Jim Belushi,Drama|History|Thriller|War,7.5,854,1
Jeremy Renner,Drama|History|Thriller|War,7.6,10000,1
Vanessa Redgrave,Drama|History|Thriller,6.9,898,1
Tom Hanks,Drama|History|Thriller,7.6,15000,1
Sally Kirkland,Drama|History|Thriller,8,433,1
Nicolas Cage,Drama|History|Thriller,6,12000,1
Jennifer Ehle,Drama|History|Thriller,7.4,1000,1
Christian Clemenson,Drama|History|Thriller,7.6,97,1
Bruce Greenwood,Drama|History|Thriller,7.3,981,1
Ayelet Zurer,Drama|History|Thriller,7.6,745,1
Anna Silk,Drama|History|Thriller,7.9,857,1
Stephen Dillane,Drama|History|Sport,7.5,577,1
Jeff Bridges,Drama|History|Sport,7.3,12000,1
Gerard Butler,Drama|History|Sport,6.2,18000,1
Fisher Stevens,Drama|History|Sport,2,922,1
Jon Gries,Drama|History|Romance|Western,5.8,482,1
Vanessa Redgrave,Drama|History|Romance|War,6.7,898,1
Landon Liboiron,Drama|History|Romance|War,6.5,1000,1
Jim Broadbent,Drama|History|Romance|War,8.2,1000,1
Hattie McDaniel,Drama|History|Romance|War,8.2,503,1
Gina Lollobrigida,Drama|History|Romance|War,6.2,746,1
Christian Bale,Drama|History|Romance|War,7.6,23000,1
Bai Ling,Drama|History|Romance,6.7,582,1
Gary Lewis,Drama|History|Music|Romance|War,7.8,203,1
Oprah Winfrey,Drama|History|Horror,5.9,852,1
Richard Burton,Drama|History,6.8,726,1
Hayden Christensen,Drama|History,7.2,4000,1
Gene Tierney,Drama|History,6.6,535,1
Frank Finlay,Drama|History,6.9,338,1
Elpidia Carrillo,Drama|History,6.8,174,1
Bingbing Li,Drama|History,6.1,974,1
Bernie Mac,Drama|History,6.8,1000,1
Anthony Hopkins,Drama|History,7.1,24000,2
Alexa PenaVega,Drama|History,6.7,2000,1
Laurence Olivier,Drama|Film-Noir|Mystery|Thriller,8.2,1000,1
Ray Milland,Drama|Film-Noir,8,287,1
Ivana Baquero,Drama|Fantasy|War,8.2,634,1
Robert Downey Jr.,Drama|Fantasy|Thriller,5.5,21000,1
Michael Imperioli,Drama|Fantasy|Thriller,6.7,1746,2
Matt Damon,Drama|Fantasy|Sport,6.7,13000,1
Sendhil Ramamurthy,Drama|Fantasy|Sci-Fi|Thriller,7.7,1000,1
Gavin MacLeod,Drama|Fantasy|Sci-Fi,5.6,284,1
Spencer Tracy,Drama|Fantasy|Romance|War,7,760,1
Demi Moore,Drama|Fantasy|Romance|Thriller,7,2000,1
Robert Duvall,Drama|Fantasy|Romance|Sci-Fi,6.4,3000,1
Kate Winslet,Drama|Fantasy|Romance|Sci-Fi,8.3,14000,1
Arliss Howard,Drama|Fantasy|Romance|Sci-Fi,7.1,152,1
Tom Hughes,Drama|Fantasy|Romance,7.8,565,1
Teresa Wright,Drama|Fantasy|Romance,7.3,208,1
Robin Williams,Drama|Fantasy|Romance,7,49000,1
Nicole Mu?oz,Drama|Fantasy|Romance,6.8,199,1
Nicolas Cage,Drama|Fantasy|Romance,6.7,12000,1
Kristen Stewart,Drama|Fantasy|Romance,5.2,34000,2
Keanu Reeves,Drama|Fantasy|Romance,6.8,18000,1
Harrison Ford,Drama|Fantasy|Romance,7.2,11000,1
Brad Pitt,Drama|Fantasy|Romance,7.8,11000,1
Augustus Prew,Drama|Fantasy|Romance,6.5,405,1
Anthony Hopkins,Drama|Fantasy|Romance,7.1,12000,1
Alex Pettyfer,Drama|Fantasy|Romance,5.6,15000,1
Alden Ehrenreich,Drama|Fantasy|Romance,6.2,1000,1
Joel Courtney,Drama|Fantasy|Mystery|Thriller,6.6,1000,1
Frank Langella,Drama|Fantasy|Mystery|Thriller,5.6,902,1
Bryce Dallas Howard,Drama|Fantasy|Mystery|Thriller,5.6,3000,1
David Ogden Stiers,Drama|Fantasy|Mystery|Sci-Fi,7.5,443,1
Joe Morton,Drama|Fantasy|Mystery|Romance|Thriller,6.1,780,1
Matt Bomer,Drama|Fantasy|Mystery|Romance,6.2,20000,1
Jim Sturgess,Drama|Fantasy|Musical|Romance,7.4,10000,2
Chlo? Grace Moretz,Drama|Fantasy|Music|Romance,6.8,17000,1
Teryl Rothery,Drama|Fantasy|Horror|Thriller,5.7,298,1
Sid Haig,Drama|Fantasy|Horror|Thriller,5.1,1000,1
Harold Perrineau,Drama|Fantasy|Horror|Thriller,7.5,1000,1
Daniel Radcliffe,Drama|Fantasy|Horror|Thriller,6.4,11000,1
Christine Taylor,Drama|Fantasy|Horror|Thriller,6.2,838,1
Anthony Hopkins,Drama|Fantasy|Horror|Thriller,5.8,12000,1
Olivier Martinez,Drama|Fantasy|Horror|Romance,5.5,837,1
Harrison Ford,Drama|Fantasy|Horror|Mystery|Thriller,6.6,11000,1
Gary Oldman,Drama|Fantasy|Horror|Mystery|Thriller,4.8,20000,2
Pierre Perrier,Drama|Fantasy|Horror|Mystery,8.3,164,1
Chlo? Grace Moretz,Drama|Fantasy|Horror|Mystery,7.2,17000,1
Chlo? Grace Moretz,Drama|Fantasy|Horror,5.9,34000,2
Brad Pitt,Drama|Fantasy|Horror,7.6,11000,1
Aaliyah,Drama|Fantasy|Horror,5.2,775,1
Quvenzhan? Wallis,Drama|Fantasy,7.3,2000,1
Peter Coyote,Drama|Fantasy,6.4,548,1
Paz de la Huerta,Drama|Fantasy,7.3,488,1
Matt Damon,Drama|Fantasy,6.5,13000,1
Kylie Minogue,Drama|Fantasy,7.1,690,1
Holly Hunter,Drama|Fantasy,7.5,2000,2
Hanne Aagesen,Drama|Fantasy,8.1,0,1
Don Brooks,Drama|Fantasy,6.7,0,1
Brad Pitt,Drama|Fantasy,6.7,11000,1
William Morgan Sheppard,Drama|Family|Western,7.2,702,1
Ken Howard,Drama|Family|Sport,6.9,649,1
Jessie T. Usher,Drama|Family|Sport,6.7,116,1
